solver;mzn;dzn;first_objective
ortools;tsp.mzn;tsp04364.dzn;28050.0
ortools;tsp.mzn;tsp04469.dzn;45398.0
ortools;tsp.mzn;tsp04545.dzn;16151.0
ortools;tsp.mzn;tsp04588.dzn;75326.0
ortools;tsp.mzn;tsp04589.dzn;51322.0
ortools;tsp.mzn;tsp04627.dzn;108823.0
ortools;tsp.mzn;tsp04967.dzn;65669.0
ortools;tsp.mzn;tsp04968.dzn;97417.0
ortools;tsp.mzn;tsp04976.dzn;49208.0
ortools;tsp.mzn;tsp04989.dzn;78538.0
ortools;tsp.mzn;tsp05005.dzn;22694.0
ortools;tsp.mzn;tsp05200.dzn;85163.0
ortools;tsp.mzn;tsp05316.dzn;62080.0
ortools;tsp.mzn;tsp05337.dzn;49819.0
ortools;tsp.mzn;tsp05412.dzn;109241.0
ortools;tsp.mzn;tsp05416.dzn;93595.0
ortools;tsp.mzn;tsp05618.dzn;83587.0
ortools;tsp.mzn;tsp05964.dzn;62964.0
ortools;tsp.mzn;tsp05968.dzn;11237.0
ortools;tsp.mzn;tsp06186.dzn;79743.0
ortools;tsp.mzn;tsp06250.dzn;100583.0
ortools;tsp.mzn;tsp06370.dzn;21680.0
ortools;tsp.mzn;tsp06719.dzn;40818.0
ortools;tsp.mzn;tsp07055.dzn;33955.0
ortools;tsp.mzn;tsp07174.dzn;84515.0
ortools;tsp.mzn;tsp07230.dzn;40814.0
ortools;tsp.mzn;tsp07362.dzn;36873.0
ortools;tsp.mzn;tsp07414.dzn;12744.0
ortools;tsp.mzn;tsp07460.dzn;56311.0
ortools;tsp.mzn;tsp07511.dzn;96573.0
ortools;tsp.mzn;tsp07521.dzn;73068.0
ortools;tsp.mzn;tsp07647.dzn;19917.0
ortools;tsp.mzn;tsp07700.dzn;59524.0
ortools;tsp.mzn;tsp07779.dzn;30022.0
ortools;tsp.mzn;tsp07887.dzn;77561.0
ortools;tsp.mzn;tsp07893.dzn;95598.0
ortools;tsp.mzn;tsp07935.dzn;21468.0
ortools;tsp.mzn;tsp07977.dzn;27148.0
ortools;tsp.mzn;tsp08168.dzn;51517.0
ortools;tsp.mzn;tsp08349.dzn;86484.0
ortools;tsp.mzn;tsp08463.dzn;101127.0
ortools;tsp.mzn;tsp08493.dzn;30229.0
ortools;tsp.mzn;tsp08664.dzn;20586.0
ortools;tsp.mzn;tsp08797.dzn;93390.0
ortools;tsp.mzn;tsp09089.dzn;80171.0
ortools;tsp.mzn;tsp09256.dzn;15370.0
ortools;tsp.mzn;tsp09297.dzn;90670.0
ortools;tsp.mzn;tsp09494.dzn;33268.0
ortools;tsp.mzn;tsp09565.dzn;12741.0
ortools;tsp.mzn;tsp09674.dzn;24518.0
ortools;tsp.mzn;tsp09693.dzn;11037.0
ortools;vrp.mzn;A-n32-k5.vrp.dzn;3744.0
ortools;vrp.mzn;A-n33-k5.vrp.dzn;2614.0
ortools;vrp.mzn;A-n33-k6.vrp.dzn;2542.0
ortools;vrp.mzn;A-n34-k5.vrp.dzn;3154.0
ortools;vrp.mzn;A-n36-k5.vrp.dzn;3892.0
ortools;vrp.mzn;A-n37-k5.vrp.dzn;2750.0
ortools;vrp.mzn;A-n37-k6.vrp.dzn;3808.0
ortools;vrp.mzn;A-n38-k5.vrp.dzn;3076.0
ortools;vrp.mzn;A-n39-k5.vrp.dzn;3614.0
ortools;vrp.mzn;A-n39-k6.vrp.dzn;3486.0
ortools;vrp.mzn;A-n44-k7.vrp.dzn;4160.0
ortools;vrp.mzn;A-n45-k6.vrp.dzn;4284.0
ortools;vrp.mzn;A-n45-k7.vrp.dzn;5114.0
ortools;vrp.mzn;A-n46-k7.vrp.dzn;4048.0
ortools;vrp.mzn;A-n48-k7.vrp.dzn;5436.0
ortools;vrp.mzn;A-n53-k7.vrp.dzn;5022.0
ortools;vrp.mzn;A-n54-k7.vrp.dzn;5776.0
ortools;vrp.mzn;A-n55-k9.vrp.dzn;4376.0
ortools;vrp.mzn;A-n60-k9.vrp.dzn;6326.0
ortools;vrp.mzn;A-n61-k9.vrp.dzn;4468.0
ortools;vrp.mzn;A-n62-k8.vrp.dzn;7098.0
ortools;vrp.mzn;A-n63-k10.vrp.dzn;5760.0
ortools;vrp.mzn;A-n63-k9.vrp.dzn;8714.0
ortools;vrp.mzn;A-n64-k9.vrp.dzn;7642.0
ortools;vrp.mzn;A-n65-k9.vrp.dzn;5718.0
ortools;vrp.mzn;A-n69-k9.vrp.dzn;5510.0
ortools;vrp.mzn;A-n80-k10.vrp.dzn;11146.0
ortools;vrp.mzn;B-n31-k5.vrp.dzn;3518.0
ortools;vrp.mzn;B-n34-k5.vrp.dzn;4040.0
ortools;vrp.mzn;B-n35-k5.vrp.dzn;5106.0
ortools;vrp.mzn;B-n38-k6.vrp.dzn;3980.0
ortools;vrp.mzn;B-n39-k5.vrp.dzn;3560.0
ortools;vrp.mzn;B-n41-k6.vrp.dzn;4082.0
ortools;vrp.mzn;B-n43-k6.vrp.dzn;3728.0
ortools;vrp.mzn;B-n44-k7.vrp.dzn;4434.0
ortools;vrp.mzn;B-n45-k5.vrp.dzn;3706.0
ortools;vrp.mzn;B-n45-k6.vrp.dzn;3512.0
ortools;vrp.mzn;B-n50-k7.vrp.dzn;3872.0
ortools;vrp.mzn;B-n50-k8.vrp.dzn;5726.0
ortools;vrp.mzn;B-n51-k7.vrp.dzn;5442.0
ortools;vrp.mzn;B-n52-k7.vrp.dzn;4562.0
ortools;vrp.mzn;B-n56-k7.vrp.dzn;4418.0
ortools;vrp.mzn;B-n57-k7.vrp.dzn;7038.0
ortools;vrp.mzn;B-n57-k9.vrp.dzn;8804.0
ortools;vrp.mzn;B-n63-k10.vrp.dzn;8342.0
ortools;vrp.mzn;B-n64-k9.vrp.dzn;4536.0
ortools;vrp.mzn;B-n66-k9.vrp.dzn;7474.0
ortools;vrp.mzn;B-n67-k10.vrp.dzn;5240.0
ortools;vrp.mzn;B-n68-k9.vrp.dzn;7860.0
ortools;vrp.mzn;B-n78-k10.vrp.dzn;7120.0
ortools;vrp.mzn;P-n101-k4.vrp.dzn;4972.0
ortools;vrp.mzn;P-n16-k8.vrp.dzn;760.0
ortools;vrp.mzn;P-n19-k2.vrp.dzn;960.0
ortools;vrp.mzn;P-n20-k2.vrp.dzn;1022.0
ortools;vrp.mzn;P-n21-k2.vrp.dzn;1042.0
ortools;vrp.mzn;P-n22-k2.vrp.dzn;1094.0
ortools;vrp.mzn;P-n22-k8.vrp.dzn;1166.0
ortools;vrp.mzn;P-n23-k8.vrp.dzn;1098.0
ortools;vrp.mzn;P-n40-k5.vrp.dzn;1858.0
ortools;vrp.mzn;P-n45-k5.vrp.dzn;2184.0
ortools;vrp.mzn;P-n50-k10.vrp.dzn;2228.0
ortools;vrp.mzn;P-n50-k7.vrp.dzn;2228.0
ortools;vrp.mzn;P-n50-k8.vrp.dzn;2228.0
ortools;vrp.mzn;P-n51-k10.vrp.dzn;2396.0
ortools;vrp.mzn;P-n55-k10.vrp.dzn;2438.0
ortools;vrp.mzn;P-n55-k15.vrp.dzn;2438.0
ortools;vrp.mzn;P-n55-k7.vrp.dzn;2438.0
ortools;vrp.mzn;P-n55-k8.vrp.dzn;2438.0
ortools;vrp.mzn;P-n60-k10.vrp.dzn;2766.0
ortools;vrp.mzn;P-n60-k15.vrp.dzn;2768.0
ortools;vrp.mzn;P-n65-k10.vrp.dzn;3096.0
ortools;vrp.mzn;P-n70-k10.vrp.dzn;3330.0
ortools;vrp.mzn;P-n76-k4.vrp.dzn;3622.0
ortools;vrp.mzn;P-n76-k5.vrp.dzn;3622.0
